population,households,median_income,median_house_value,total_bedrooms,latitude,longitude,housing_median_age,,,
651,250,50278,140800,371,35.7955342,-80.9662374,41,,,
1361,513,53839,152600,539,35.7473652,-81.0351296,34,,,
1739,694,50333,115700,769,35.7354876,-81.0114748,30,,,
1513,546,51310,118600,638,35.76235629999999,-80.9542634,32,,,
814,333,54659,126600,348,35.7414684,-80.98007,35,,,
501,192,72292,223600,217,35.735882600000004,-80.9589705,23,,,
1928,695,81927,190200,720,35.7360998,-80.9088695,21,,,
1406,550,49600,193400,670,35.728231,-80.876868,22,,,
1962,771,44375,134400,924,35.6885386,-80.9086287,43,,,
1783,792,64010,196200,816,35.6776842,-80.8826606,23,,,
1488,643,48508,143100,678,35.6501675,-80.8796069,23,,,
2157,763,132031,476200,1003,35.6399496,-80.9035868,14,,,
1466,522,111968,427300,691,35.608335700000005,-80.9106236,18,,,
1202,533,60230,134800,597,35.7076834,-80.9339391,37,,,
511,193,106875,360300,296,35.66761470000001,-80.9456042,26,,,
539,217,44184,212500,244,35.7301177,-80.84854,19,,,
1406,489,37034,81900,489,35.714280200000005,-80.8245579,23,,,
1296,426,52292,99000,436,35.6609809,-80.8542531,22,,,
1737,585,67318,156500,648,35.671809700000004,-80.8310521,23,,,
2023,800,65556,200500,835,35.6361167,-80.8049021,20,,,
2405,925,58266,155700,963,35.6200092,-80.8406175,20,,,
2711,1129,56118,174300,1213,35.599362799999994,-80.828646,21,,,
1937,700,147188,606200,868,35.567992499999995,-80.9412885,20,,,
1994,640,160313,661700,696,35.54569910000001,-80.939883,21,,,
1705,679,80144,244600,709,35.5913941,-80.883922,12,,,
1144,550,75417,321200,576,35.580774,-80.8677295,14,,,
2897,1209,32521,205500,1298,35.8019076,-80.8469919,24,,,
2507,901,38664,106500,901,35.783817799999994,-80.8478116,41,,,
1420,558,134079,489100,659,35.5481555,-80.8765285,29,,,
1872,707,100694,366800,744,35.5558409,-80.8942876,26,,,
1595,671,99219,438800,723,35.520505799999995,-80.8825781,24,,,
642,231,33102,78700,362,35.7800476,-80.8803366,67,,,
2383,961,48397,153100,1049,35.7984326,-80.8700442,28,,,
480,230,31500,92000,263,35.7781701,-80.8910424,2018,,,
689,241,24107,57500,293,35.7687012,-80.8932661,70,,,
906,341,32305,74100,341,35.775231899999994,-80.9258884,57,,,
2350,814,98750,291800,868,35.625373100000004,-80.7741848,17,,,
997,433,105239,414900,505,35.5773958,-80.9151936,17,,,
3975,1482,64333,374500,1651,35.5931232,-80.9093994,16,,,
833,343,56213,193200,388,35.796285299999994,-80.8259327,40,,,
1370,496,69024,146300,572,35.789654999999996,-80.75913,27,,,
2444,952,51875,165300,983,35.834858200000006,-80.7545472,30,,,
969,367,37117,118800,390,36.026731,-80.7947486,28,,,
1615,612,42308,88600,777,35.9200083,-80.8086529,32,,,
1251,380,52237,147500,409,36.03779,-80.8790198,33,,,
1262,497,56230,152600,550,35.9343286,-80.9902752,38,,,
1060,398,44868,200900,426,35.897561200000005,-80.938064,33,,,
1292,418,42813,121700,447,35.8505403,-80.969123,27,,,
1132,427,54886,132000,427,35.8408265,-80.9090007,41,,,
1624,529,81528,196500,609,35.7894704,-81.072501,18,,,
936,345,61513,98900,400,35.7061225,-80.8726296,43,,,
3227,1182,76000,297200,1366,35.611211700000005,-80.8710703,16,,,
1098,366,104750,318300,419,35.696022799999994,-80.9786431,17,,,
1061,382,106944,470900,582,35.6502295,-80.9258766,18,,,
948,324,56786,,454,35.705529999999996,-80.7820227,23,,,
1716,667,58811,190100,696,35.6784462,-80.7871112,21,,,
1948,1000,63929,191200,1368,35.28265570000001,-83.2574109,27,,,
2068,788,57969,154200,961,35.3135976,-83.2968619,27,,,
1656,839,56838,158200,1141,35.3763276,-83.3082077,32,,,
1698,668,35690,223200,1195,35.2399088,-83.1774038,29,,,
1910,706,32963,136300,978,35.4455355,-83.3329911,35,,,
1232,596,30633,116300,776,35.4715565,-83.2906897,36,,,
1804,768,34167,249700,892,35.278864500000005,-83.2093944,18,,,
2630,246,,,277,35.3008355,-83.1779217,16,,,
2292,482,33107,242800,708,35.317574,-83.179572,23,,,
807,357,38023,172100,513,35.382799799999994,-83.1993606,49,,,
2037,881,49175,215900,1004,35.4170349,-83.1892527,33,,,
1653,595,58203,204500,610,35.386606799999996,-83.2281718,32,,,
1496,697,43405,332400,2247,35.15739129999999,-83.1632788,25,,,
626,331,39271,221800,498,35.324434100000005,-83.0516865,42,,,
1298,526,50417,164000,825,35.3947564,-83.0892149,35,,,
2170,1046,53516,212800,1147,35.3623315,-83.1766436,34,,,
2346,981,48819,219700,1265,35.3585841,-83.2223054,37,,,
1386,601,35449,232800,788,35.3336658,-83.1389981,28,,,
1349,612,40635,287000,2160,35.066389,-83.0874846,31,,,
2992,1100,37609,141500,1623,35.472062,-83.2210505,34,,,
2113,794,61250,222100,945,35.3195472,-83.2137698,33,,,
1532,578,46271,170600,874,35.4160516,-83.2620984,35,,,
938,326,40000,123600,739,35.2127505,-83.102226,29,,,
703,348,33281,177800,519,35.432306200000006,-83.1275724,29,,,
738,368,35833,253800,753,35.2452956,-83.0001041,24,,,
834,408,60288,427600,2267,35.1367107,-83.072059,24,,,
1091,393,16492,53000,404,35.6127077,-78.1452535,31,,,
1921,779,46113,109600,883,35.5391027,-78.138074,25,,,
1204,444,40144,132000,515,35.565583600000004,-78.1893866,39,,,
930,389,49375,125500,434,35.526442700000004,-78.2454103,40,,,
1940,707,56289,133800,769,35.4949649,-78.2516708,34,,,
587,228,,143100,290,35.513007200000004,-78.3387858,66,,,
761,296,48333,126500,321,35.5095422,-78.301635,48,,,
1533,605,27270,169400,685,35.5056816,-78.3469422,70,,,
616,311,80265,182400,320,35.4976114,-78.3602828,52,,,
1403,426,33500,113500,444,35.4516854,-78.3052201,33,,,
987,335,63906,89700,440,35.4668435,-78.2812146,45,,,
924,436,28977,94300,523,35.461317799999996,-78.1588441,43,,,
627,283,34403,151700,314,35.403524299999994,-78.1831732,37,,,
2009,661,44148,126400,803,35.5818749,-78.1174433,45,,,
1751,603,53134,120600,688,35.662107,-78.223316,34,,,
3062,1042,50558,87900,1126,35.7393311,-78.2392324,27,,,
457,163,,98400,202,35.698991799999995,-78.1876168,28,,,
4020,1245,65222,141700,1331,35.7156799,-78.3285877,24,,,
1000,355,50446,163500,461,35.692865999999995,-78.2954462,23,,,
5761,1761,70134,211500,1825,35.7137466,-78.3975758,12,,,
2404,768,59390,111800,939,35.4875316,-78.6442303,23,,,
1559,583,53665,134700,583,35.369746500000005,-78.2857047,24,,,
2493,739,41570,125100,924,35.285431,-78.4587608,32,,,
1674,457,31042,101300,529,35.3305455,-78.4549568,33,,,
978,429,38674,88500,504,35.3091986,-78.3488744,40,,,
1519,601,26875,93800,643,35.341749799999995,-78.5111389,40,,,
853,355,38313,68800,500,35.3880843,-78.5699708,60,,,
2288,780,42423,158500,870,35.411768200000004,-78.5088196,31,,,
697,247,,132900,317,35.3811008,-78.4916427,25,,,
1483,628,43900,150200,747,35.631831899999995,-78.4557958,20,,,
1880,610,63162,128400,659,35.634075,-78.4705517,23,,,
3948,1361,60854,155500,1473,35.651239200000006,-78.490088,21,,,
3445,1186,77946,180400,1203,35.690772700000004,-78.4612721,26,,,
2908,1074,70345,149900,1095,35.5872805,-78.4675604,18,,,
1914,894,69315,149600,908,35.6133001,-78.4955028,26,,,
1790,574,45688,114600,701,35.6132237,-78.4745517,23,,,
3095,1271,65731,203800,1288,35.6307823,-78.5473406,17,,,
3248,1097,81590,182900,1205,35.652078100000004,-78.5161162,17,,,
4271,1431,81090,166600,1511,35.5620416,-78.5569918,22,,,
6258,1996,83571,209600,2135,35.5878179,-78.5339565,16,,,
1506,487,51360,145700,560,35.4935162,-78.4357853,41,,,
679,205,16677,169600,247,35.448746500000006,-78.4046419,43,,,
3006,957,50775,132300,1191,35.3821396,-78.4217344,31,,,
1439,556,50795,111800,598,35.4397977,-78.4957651,29,,,
3378,1186,62711,158100,1330,35.4976045,-78.5103529,26,,,
2494,914,61852,141400,1006,35.535229799999996,-78.5559761,19,,,
1858,596,66786,201000,650,35.5400494,-78.5930893,21,,,
3958,1387,74141,168000,1427,35.5431655,-78.6072793,21,,,
2125,911,58603,166500,1032,35.5439737,-78.6627533,16,,,
3497,1176,83810,187700,1255,35.4970301,-78.5830029,18,,,
3460,1076,64800,154900,1076,35.6905023,-78.3545154,16,,,
1584,391,28327,47100,461,35.5358107,-78.2675012,45,,,
2331,1056,39722,115900,1159,35.574726899999995,-78.248867,39,,,
2695,798,52105,138200,892,35.595748799999996,-78.2976147,32,,,
2169,710,34524,85800,885,35.551989500000005,-78.2853152,50,,,
1821,670,36778,85400,804,35.5345189,-78.3622138,49,,,
2090,652,70729,167700,672,35.5863229,-78.4326873,21,,,
3128,977,74980,193400,1041,35.604692799999995,-78.3814582,18,,,
2811,801,118359,292500,852,35.63530120000001,-78.3903873,18,,,
4437,1336,63895,167300,1453,35.5484744,-78.4236222,17,,,
1250,498,59265,100300,513,35.6211048,-78.1880306,28,,,
1750,602,45446,134200,730,35.5150104,-78.2137777,28,,,
2639,936,48712,162000,984,35.5311805,-78.3247546,35,,,
1385,625,33029,176200,703,35.489416,-78.3692573,45,,,
1436,496,20548,48700,617,35.5004973,-78.3380394,56,,,
2746,985,49957,104100,1023,35.4443408,-78.2247243,27,,,
2154,833,46336,94200,833,35.4928373,-78.1550137,25,,,
1356,692,36000,135200,789,35.661258399999994,-78.4856964,32,,,
1313,441,110461,167700,441,35.601386700000006,-78.5192683,24,,,
6714,2211,85027,227700,2342,35.5834985,-78.5936123,13,,,
4395,1694,64451,160800,1808,35.545738899999996,-78.4926337,20,,,
2496,983,54421,180100,1166,35.45851270000001,-78.4348475,37,,,
1614,575,41780,102700,635,35.431460200000004,-78.3934337,40,,,
1123,496,60156,141300,579,35.7561027,-78.2793818,29,,,
2067,884,36875,164800,898,35.640574,-78.2775002,27,,,
9021,3421,92375,236000,3575,35.6641981,-78.3732774,13,,,
2513,751,50176,108200,846,35.445809499999996,-78.5710772,26,,,
1652,566,85667,194900,566,35.4163838,-78.5656506,51,,,
597,224,,,273,35.3822638,-78.5385933,36,,,
720,249,17986,81300,276,35.5248391,-78.2835802,40,,,
1032,365,14665,78000,437,35.535507,-78.2997044,41,,,
3617,1083,51875,139500,1228,35.563642,-78.350253,26,,,
1102,438,65082,114900,533,35.524803399999996,-78.3835597,48,,,
4725,1721,52134,196500,1787,35.630875,-78.4191813,32,,,
1764,752,40114,129400,1005,35.0059741,-77.1598512,34,,,
1685,740,31250,83000,846,35.080745799999995,-77.3073369,41,,,
1165,421,49196,135100,529,34.995950799999996,-77.3791652,38,,,
1149,507,28866,74300,576,35.1737519,-77.4355973,36,,,
766,349,,93000,403,35.0809051,-77.4832752,41,,,
1245,516,32045,67700,562,35.0127679,-77.604042,38,,,
1921,852,44189,105500,1037,34.8918049,-77.1750541,35,,,
1321,459,44125,155600,488,35.5004651,-79.1866529,22,,,
1996,598,44781,139900,636,35.489923700000006,-79.1929263,59,,,
1923,866,42619,137100,967,35.4670392,-79.1950318,38,,,
1357,643,90221,243700,643,35.4969958,-79.2056697,36,,,
1878,772,57027,174700,884,35.477315000000004,-79.2117925,38,,,
2336,889,77060,144300,953,35.460557,-79.2169601,31,,,
2188,624,38864,117700,697,35.482265600000005,-79.1497735,55,,,
807,359,38125,78300,400,35.494144,-79.1327137,32,,,
1058,378,36875,78600,415,35.45536,-79.1280437,39,,,
2402,935,36434,127300,1045,35.448488700000006,-79.1830155,16,,,
1554,519,35779,90200,591,35.45431,-79.149674,59,,,
2554,824,53377,141000,880,35.4350882,-79.1532655,39,,,
974,356,41228,97300,383,35.4177001,-79.1284479,29,,,
962,385,54583,144900,500,35.4072381,-79.0956576,22,,,
963,362,49167,123600,414,35.432916,-79.1990251,40,,,
2145,767,45035,193500,837,35.372043299999994,-79.2415338,28,,,
1030,457,45313,106300,531,35.39765870000001,-79.2122701,34,,,
1763,559,31856,87500,618,35.380972899999996,-79.1456652,38,,,
1738,639,90880,187500,792,35.5107452,-79.2666824,27,,,
1432,477,84625,226100,534,35.4746446,-79.2935647,29,,,
1842,671,73229,188500,789,35.445754,-79.2972255,32,,,
1862,676,55125,125200,702,35.585665500000005,-79.1441601,33,,,
3148,1193,54870,132600,1358,35.5569172,-79.1106252,22,,,
1194,455,48917,138100,524,35.46818579999999,-79.0377473,42,,,
1196,513,48125,123400,578,35.443424,-79.0725865,30,,,
1197,298,37600,92300,338,35.4957967,-79.1783233,62,,,
1083,337,25175,49400,448,35.4803841,-79.1616204,56,,,
1199,484,26383,78500,534,35.468599600000005,-79.1828065,45,,,
1341,512,15448,57100,512,35.4819942,-79.1710253,59,,,
1652,441,20325,82100,689,35.4695019,-79.1670619,52,,,
894,291,39495,85800,291,35.450575,-79.1529354,49,,,
2452,1048,72685,233700,1170,35.4263119,-79.1017697,27,,,
1120,346,42333,108300,359,35.4176945,-79.1603329,39,,,
2527,723,48727,99300,864,35.3393228,-79.1928772,26,,,
1243,486,86638,136200,552,35.5335522,-79.2141454,40,,,
1962,711,51597,140900,733,35.41549439999999,-79.2497731,36,,,
1832,691,47287,124300,814,35.5088734,-79.0427393,32,,,
1043,459,36492,101600,471,35.2018611,-77.5417122,40,,,
1312,530,47738,106400,603,35.1748611,-77.6063831,29,,,
1404,780,32256,121200,834,35.3004947,-77.593208,42,,,
1481,698,70893,135700,833,35.2906484,-77.5978195,48,,,
1384,488,40530,55700,533,35.0721307,-77.6653648,43,,,
1814,723,35521,68200,766,35.053372700000004,-77.7222709,36,,,
2069,610,51000,102500,651,35.1924699,-77.7784272,22,,,
329,208,19274,38800,387,35.265969899999995,-77.5725978,67,,,
568,350,13491,,388,35.267097799999995,-77.5830453,59,,,
653,350,36528,74600,430,35.2675608,-77.6130987,58,,,
894,428,16688,,573,35.26478710000001,-77.5945171,57,,,
690,350,23095,,444,35.3405027,-77.8005584,53,,,
1338,623,35750,97500,701,35.2686055,-77.7587721,39,,,
2208,774,48636,114600,885,35.269842700000005,-77.8064524,34,,,
1553,583,20801,97400,583,35.329500200000005,-77.7566849,23,,,
1035,322,40750,48800,387,35.2918169,-77.5746079,55,,,
985,419,29013,65900,613,35.2734265,-77.5769476,63,,,
1534,549,22112,76100,727,35.2838907,-77.5665565,58,,,
1272,445,96510,170900,559,35.2804028,-77.6007277,54,,,
1723,677,45313,107400,814,35.276000399999994,-77.5897321,57,,,
594,324,22455,73000,457,35.2827672,-77.5841208,59,,,
762,335,29189,76500,509,35.2644395,-77.5354419,53,,,
1363,566,32151,75700,640,35.2737219,-77.5500742,44,,,
1523,549,44954,52100,661,35.322557700000004,-77.6379989,31,,,
602,299,46875,120600,331,35.3598749,-77.5703926,43,,,
1042,449,39083,97600,495,35.3373144,-77.6111793,38,,,
1214,423,44960,133100,519,35.347802200000004,-77.5229612,46,,,
1250,559,35574,79800,803,35.3817076,-77.4897778,34,,,
609,211,51010,88700,310,35.3430015,-77.427008,38,,,
985,408,43000,78800,437,35.3001283,-77.5281506,30,,,
920,353,39890,80800,484,35.218205299999994,-77.5998581,45,,,
1036,437,29330,41200,437,35.2375692,-77.6080479,27,,,
897,452,45357,78000,496,35.1935145,-77.6510422,41,,,
1916,640,34274,88000,723,35.21175529999999,-77.6628175,28,,,
672,278,11613,,359,35.245885799999996,-77.57055,65,,,
832,351,15508,26900,541,35.2536597,-77.5651673,65,,,
1048,406,51750,96600,406,35.250826200000006,-77.6869432,40,,,
1228,512,52981,89600,512,35.2795163,-77.6340233,45,,,
1817,696,73065,142600,741,35.2865126,-77.702348,37,,,
882,445,38977,85800,611,35.2617888,-77.4665896,37,,,
759,300,36520,90200,411,35.1126679,-77.5956542,36,,,
2248,695,39873,107200,736,35.292856,-77.624203,40,,,
2270,852,48125,75000,931,35.136151500000004,-77.7232656,35,,,
438,180,18906,,325,35.2608233,-77.5734251,68,,,
467,197,10245,,279,35.264880600000005,-77.5666972,63,,,
2531,1039,51577,148100,1176,35.2920191,-77.6661751,34,,,
2033,799,52132,99100,1038,35.341418299999994,-77.7227154,26,,,
1906,770,45735,163900,948,35.465849600000006,-81.2223475,30,,,
1476,585,54879,140400,659,35.4525081,-81.3614709,32,,,
1738,647,48533,134400,688,35.44931270000001,-81.4118738,33,,,
1456,492,55189,150200,666,35.4743587,-81.2622725,60,,,
838,295,15273,71900,378,35.4655281,-81.2600857,61,,,
1157,518,50083,148800,557,35.468487599999996,-81.2465611,50,,,
635,304,63971,215700,304,35.4787344,-81.2535566,68,,,
1100,395,,119100,395,35.4275827,-81.273814,24,,,
2462,986,41930,104600,1142,35.4447533,-81.3107983,29,,,
1120,448,35897,135000,589,35.5288829,-81.4368095,33,,,
1173,452,50489,115300,521,35.5448396,-81.492278,35,,,
2362,844,69313,144800,957,35.5225227,-81.3125335,22,,,
2537,1122,68056,245900,1222,35.50452429999999,-81.0277942,17,,,
1347,531,80052,238500,584,35.4803788,-81.0032878,20,,,
1162,434,92115,391900,434,35.4515475,-80.9818483,16,,,
1932,777,73491,315400,868,35.466752500000005,-80.9724873,29,,,
1676,672,105970,378600,766,35.499516799999995,-80.9854398,22,,,
3836,1393,130046,501300,1500,35.53027279999999,-80.9741375,16,,,
1938,795,58608,195400,886,35.486918200000005,-81.1824632,26,,,
2575,1068,38636,132700,1158,35.4969715,-81.2313532,28,,,
1119,297,26910,67400,318,35.4849245,-81.2274728,37,,,
1466,607,57264,131400,614,35.507629,-81.1975278,40,,,
1606,572,55875,170600,655,35.532850399999994,-81.1689573,26,,,
2279,911,59813,218800,939,35.48827670000001,-81.0692385,25,,,
1893,747,68813,177100,747,35.4819799,-81.1372223,29,,,
1274,476,49896,131600,554,35.464757899999995,-81.1757429,37,,,
946,386,63333,89800,439,35.4340617,-81.1797406,37,,,
1761,682,62000,138600,738,35.4279279,-81.1348035,30,,,
1250,494,67024,156100,530,35.4581036,-81.1213377,23,,,
1224,341,66125,235400,427,35.431515999999995,-81.1017171,31,,,
1444,657,43295,99800,725,35.4376689,-81.0640436,28,,,
1909,739,30486,92000,756,35.5455523,-81.0447138,27,,,
1670,684,69706,159300,684,35.5423103,-81.2617819,26,,,
1298,652,27031,81600,652,35.536654799999994,-81.2323559,22,,,
2422,863,43731,90500,900,35.5264411,-81.2091127,36,,,
1592,617,43063,148900,701,35.466729,-81.4633091,27,,,
696,247,30580,106900,284,35.4560101,-81.2529079,67,,,
535,222,,,351,35.4803894,-81.2454446,59,,,
908,357,27813,129700,357,35.4514906,-81.2751301,39,,,
1222,623,30444,114000,623,35.42593660000001,-81.2381708,47,,,
1823,686,48947,152000,755,35.5423919,-81.385788,32,,,
4132,1580,75897,228000,1662,35.42527329999999,-80.995636,16,,,
1754,736,69786,474700,860,35.481978000000005,-80.9598295,21,,,
951,406,85278,321800,470,35.538897,-80.9977039,25,,,
985,423,36672,100500,476,35.48252,-81.2125566,58,,,
1657,620,48875,165500,676,35.5452632,-81.1379602,21,,,
2306,934,60833,169000,1049,35.526459,-81.1242886,22,,,
1111,437,54797,94100,469,35.4893481,-81.3508541,30,,,
1421,596,65000,139400,596,35.500152899999996,-81.267776,33,,,
2361,902,37361,119000,998,35.4461884,-81.2204121,45,,,
1064,424,28500,153200,447,35.6211045,-82.1494013,31,,,
1652,611,46932,124600,681,35.6607444,-82.1173366,42,,,
1753,678,51100,121500,802,35.6976532,-82.1539532,43,,,
1953,538,22432,131000,583,35.65438220000001,-81.9487061,30,,,
2477,968,36667,109000,1125,35.636155,-81.8776159,25,,,
707,291,62743,,325,35.5833625,-81.9637485,33,,,
1304,601,42218,110200,654,35.604917799999996,-82.0097526,33,,,
2707,1002,41875,122600,1269,35.5621397,-82.0998778,25,,,
1513,562,42234,88600,692,35.7081956,-81.9910911,50,,,
1046,407,53125,140800,451,35.7018035,-82.0127405,40,,,
577,222,27614,122500,247,35.688872100000005,-82.0066359,50,,,
1299,610,41822,141100,706,35.6573481,-81.9958371,42,,,
1451,706,39125,92800,746,35.6522984,-82.0194939,26,,,
1337,508,33462,89700,527,35.6689527,-82.0227081,40,,,
730,334,46250,207500,658,35.8587263,-81.9728352,45,,,
1723,667,45365,69100,958,35.8099201,-82.1174416,37,,,
2062,794,55443,118400,937,35.758492700000005,-81.9925373,26,,,
863,427,36161,176700,463,35.741972499999996,-82.0764056,38,,,
2572,1098,42148,154500,1334,35.7274074,-81.9326071,37,,,
1129,448,35697,116500,644,35.697425200000005,-81.9066206,37,,,
1036,368,31406,94600,390,35.685773600000005,-81.9670176,40,,,
939,456,44412,119000,475,35.6530035,-82.0461955,38,,,
2299,763,67125,137400,782,35.654305,-82.0776307,23,,,
652,306,44091,85000,414,35.694390000000006,-82.0366078,42,,,
1444,473,38114,84300,624,35.6833548,-81.9883999,59,,,
1661,573,40972,96400,766,35.6086409,-82.2101757,36,,,
1213,557,25547,67400,688,35.679239,-82.2232376,45,,,
1741,731,37179,115300,897,35.5853174,-81.908751,27,,,
814,358,24871,104600,378,35.5524912,-81.9822265,32,,,
1573,720,58750,166100,874,35.567399,-82.1685159,22,,,
1818,760,35000,90300,760,35.6837614,-81.9998163,58,,,
702,343,42902,170300,671,35.245144700000004,-83.5220404,32,,,
882,383,42604,139600,686,35.073894,-83.380097,38,,,
1136,594,33667,111600,946,35.137906799999996,-83.3220119,37,,,
957,515,53292,153000,639,35.1418854,-83.3883644,35,,,
1943,860,50851,189000,973,35.132897899999996,-83.3635913,29,,,
704,255,59837,123100,354,35.1137173,-83.4037873,51,,,
1215,638,38960,200800,955,35.134697700000004,-83.4285558,38,,,
1140,507,30774,114300,582,35.1572653,-83.4232678,38,,,
1529,685,40640,139200,1057,35.2244826,-83.3102964,38,,,
1423,704,45625,152900,956,35.1893384,-83.3279065,36,,,
1171,530,53000,153100,857,35.3033474,-83.4175099,32,,,
1426,672,41221,152500,1121,35.248517,-83.3591091,37,,,
1124,485,43688,117200,572,35.215185600000005,-83.3854241,30,,,
617,218,40000,125500,317,35.1708456,-83.4019875,51,,,
416,235,45563,177300,418,35.1908853,-83.3868149,42,,,
1455,715,28859,149300,865,35.179691399999996,-83.3721387,38,,,
1323,587,55114,221300,813,35.17931289999999,-83.436973,21,,,
1382,717,53365,409600,2172,35.09261179999999,-83.2189368,38,,,
897,401,30744,170900,866,35.2240557,-83.6354791,37,,,
1033,345,39514,172300,717,35.1346999,-83.5620455,37,,,
735,284,62115,156300,658,35.0489688,-83.3506326,42,,,
1859,828,82237,182300,918,35.028701700000006,-83.4659616,29,,,
1623,698,46731,178100,1023,35.0809925,-83.4312365,30,,,
820,374,51136,225800,825,35.1695114,-83.2762855,32,,,
1019,454,33722,111700,672,35.2037367,-83.3716119,37,,,
2479,1066,41436,167000,1277,35.18768,-83.4120986,31,,,
2228,1078,66927,581300,2849,35.01812,-83.23509,33,,,
1172,528,36250,134600,798,35.242702799999996,-83.4270056,37,,,
1409,541,43234,148800,658,35.878263700000005,-82.5141324,36,,,
1083,476,26667,111200,781,35.8943985,-82.8256925,37,,,
1010,456,38813,188200,734,35.777595700000006,-82.8834243,41,,,
1547,617,33717,159600,1009,35.929219200000006,-82.5592794,31,,,
629,280,36250,263000,298,35.854144,-82.6207979,40,,,
1510,635,38839,204300,711,35.8196594,-82.5307657,35,,,
1301,337,67782,267500,359,35.804586900000004,-82.5543446,39,,,
528,233,41728,168100,489,35.7861154,-82.7735687,48,,,
904,444,35139,173200,520,35.8642073,-82.7126299,40,,,
832,430,30000,163900,554,35.8023844,-82.6968156,50,,,
1668,570,61071,308900,705,35.83005,-82.6557258,31,,,
1884,711,57975,219100,863,35.8421359,-82.4647593,27,,,
1348,622,32344,96600,769,35.972058200000006,-82.6825721,37,,,
2284,750,48438,174100,815,35.8638803,-82.5811263,47,,,
1730,583,47478,255100,601,35.799476899999995,-82.5950528,24,,,
1738,767,50350,144800,1026,35.724209,-82.7697643,28,,,
1233,548,61667,107800,548,35.7376347,-76.9155548,35,,,
1295,528,41875,88700,602,35.8377677,-76.9755226,38,,,
1483,591,37212,77600,831,35.8532429,-77.2420858,55,,,
1416,507,36250,88000,562,35.799684899999995,-77.2284614,47,,,
954,421,37147,87000,493,35.8584065,-77.0539375,59,,,
451,240,37679,129900,413,35.861534000000006,-77.0596612,60,,,
1212,452,,98100,671,35.8525907,-77.1137534,49,,,
1202,498,31528,101500,586,35.8871093,-77.0670491,45,,,
667,238,33232,59700,398,35.8794446,-77.166163,40,,,
913,385,44356,91400,400,35.7242255,-77.0102825,44,,,
874,416,28661,95200,612,35.8522714,-77.0519233,52,,,
1128,485,51250,200600,616,35.814984100000004,-77.0970819,44,,,
959,414,27679,154400,454,35.8311748,-77.0500111,48,,,
998,461,34016,83500,564,35.9954607,-77.3189367,45,,,
717,311,31976,58900,394,35.9285114,-77.1353884,34,,,
1935,715,41688,79200,839,35.819225200000005,-76.8370074,43,,,
438,146,36250,55400,198,35.8128734,-77.2940957,41,,,
2197,853,44256,95900,1030,35.7625575,-77.1104628,34,,,
1640,643,49330,90200,686,35.7927855,-77.1732781,27,,,
926,387,52604,79000,428,35.8446275,-77.0664789,47,,,
416,232,22111,78800,283,35.8971662,-77.292158,41,,,
2084,693,154911,627400,708,35.119986,-80.8154126,35,,,
1204,558,99265,467700,666,35.1251088,-80.8216801,45,,,
899,254,250001,700400,254,35.1026974,-80.8221294,40,,,
764,279,166382,704700,279,35.1364606,-80.814043,35,,,
115,62,,85600,62,35.1847194,-80.8830154,55,,,
1179,367,50515,78700,435,35.2037515,-80.8872992,55,,,
1598,596,25855,83800,647,35.2169776,-80.899215,22,,,
646,281,,157500,329,35.2184527,-80.8908948,47,,,
1197,438,40690,96600,457,35.2138391,-80.9087099,50,,,
767,257,20446,181700,344,35.2289906,-80.881006,59,,,
891,302,29467,,329,35.23873820000001,-80.86531,27,,,
1740,908,83438,266700,1071,35.2334865,-80.8661422,17,,,
1353,436,27857,92300,557,35.246953600000005,-80.8888725,61,,,
452,159,63508,97400,230,35.2386336,-80.8793799,66,,,
1725,413,25363,142500,547,35.2446927,-80.8579236,48,,,
1159,466,30000,88000,520,35.236510100000004,-80.8928768,62,,,
1136,438,31719,97400,438,35.226786,-80.9034388,46,,,
819,315,38884,77800,374,35.22629310000001,-80.8913604,58,,,
1749,1183,65195,198800,1289,35.233907099999996,-80.8380522,32,,,
1151,719,73510,275000,884,35.2364732,-80.8484084,14,,,
2116,813,38561,190400,897,35.2272666,-80.7825628,60,,,
1289,535,51910,170800,676,35.2194614,-80.7862865,54,,,
2720,915,71250,202300,915,35.123887200000006,-80.6840065,31,,,
1495,617,30057,89200,708,35.257056299999995,-80.8602973,50,,,
1453,578,77500,206300,578,35.1208721,-80.6706783,33,,,
2650,842,95463,379400,842,35.1502994,-80.6578019,21,,,
1679,711,91375,234100,749,35.143184999999995,-80.6519109,28,,,
3151,1193,83750,410900,1267,35.0869928,-80.8027666,26,,,
3633,1242,130299,419700,1261,35.0715395,-80.8091794,26,,,
1310,576,117250,848800,655,35.114630600000005,-80.8434804,27,,,
884,408,38191,152500,437,35.1903317,-80.7897279,53,,,
998,567,44631,266000,691,35.2153232,-80.8685502,58,,,
1292,540,91591,295800,583,35.2168325,-80.8627842,59,,,
1787,794,149167,361100,1017,35.5134331,-80.8904282,30,,,
1385,603,18828,97500,660,35.2661741,-80.848552,50,,,
1066,528,26939,85500,615,35.2510156,-80.8495338,57,,,
2105,1056,44063,278400,1191,35.5009147,-80.8922911,27,,,
1753,555,148618,536400,635,35.1385534,-80.7945506,43,,,
1257,573,74468,369900,749,35.1362146,-80.786998,33,,,
1443,633,95045,443700,669,35.1424175,-80.8099605,42,,,
929,366,102000,396000,366,35.1489776,-80.7937045,39,,,
1180,519,115035,669600,571,35.1761471,-80.8064703,60,,,
