population,households,median_income,median_house_value,total_bedrooms,latitude,longitude,housing_median_age,,,
1616,590,78000,359300,716,36.071615,-75.734145,23,,,
1830,906,56400,310400,2432,36.080022799999995,-75.71726,29,,,
1084,422,83750,273500,568,36.0195802,-75.676615,29,,,
0,0,,,0,35.996606899999996,-75.7487965,,,,
2267,989,51250,262200,1205,35.9996114,-75.6706033,32,,,
284,170,40192,342900,1657,35.8461596,-75.5769529,32,,,
914,543,37878,257300,3342,35.472703499999994,-75.5239607,31,,,
0,0,,,0,35.9235833,-75.727054,,,,
1829,855,59387,403600,1498,35.9114771,-75.6652799,27,,,
0,0,,,0,36.231548,-75.773237,,,,
0,0,,,0,36.0328508,-75.7847077,,,,
1186,516,42877,88800,605,35.8926774,-80.082086,49,,,
2012,691,44051,120500,735,35.9006057,-80.0612932,40,,,
687,313,21679,61900,375,35.8903689,-80.0750452,50,,,
1940,663,70184,170400,675,35.8140403,-80.0632548,31,,,
547,316,29559,132000,353,35.8557784,-80.0750754,55,,,
1397,673,49375,189000,876,35.890432200000006,-80.2149427,37,,,
1706,724,46759,129600,762,35.907701200000005,-80.257876,38,,,
2064,834,63421,152600,874,35.8805311,-80.2516615,36,,,
870,388,21364,130900,491,35.8149665,-80.2741287,32,,,
1283,488,29671,97500,488,35.8141046,-80.2895904,26,,,
728,245,35118,,379,35.8188917,-80.2641721,45,,,
1085,394,44018,113900,486,35.8590107,-80.0890511,51,,,
820,330,30994,96100,381,35.8650398,-80.0970065,58,,,
1334,460,42976,108400,460,35.8636155,-80.1149826,26,,,
817,260,36582,135600,311,35.8753338,-80.0932942,27,,,
1811,707,57981,147500,750,35.7579091,-80.2117814,36,,,
888,294,16694,77900,382,35.819897499999996,-80.2409022,43,,,
948,233,,77200,233,35.820335799999995,-80.2277823,51,,,
322,96,,,116,35.8226333,-80.2488407,41,,,
2477,848,42319,138000,893,35.7831565,-80.2202848,48,,,
2028,760,40403,123000,1054,35.7182468,-80.228705,40,,,
1657,699,17393,75600,866,35.891221,-80.0926891,46,,,
1700,764,43750,122200,790,35.8803357,-80.1220673,45,,,
941,405,27868,79300,477,35.828245,-80.2659843,64,,,
2190,720,56453,144500,843,35.9015701,-80.126198,36,,,
515,231,,204200,286,35.8589125,-80.1698737,35,,,
1787,823,52188,157200,823,35.846126399999996,-80.1444354,40,,,
1009,340,33640,,382,35.7682377,-80.3435961,26,,,
1661,642,46833,179300,785,35.847472700000004,-80.3605153,26,,,
1529,736,42448,101300,793,35.822601,-80.403133,38,,,
2400,869,42109,102900,1012,35.777350299999995,-80.4347565,32,,,
574,225,65179,118900,313,35.801938799999995,-80.3564422,24,,,
2709,847,54514,122200,923,35.7710931,-80.3706995,25,,,
1394,471,55104,89100,522,35.7758186,-80.3982913,22,,,
655,264,49828,93900,354,35.7821954,-80.2969362,46,,,
921,335,48819,116600,367,35.767832299999995,-80.2919948,38,,,
851,310,42083,113700,310,35.7419355,-80.2920353,40,,,
955,415,41375,101200,415,35.764441399999995,-80.2477084,44,,,
1170,534,48939,135700,769,35.7248827,-80.3487277,35,,,
994,476,60147,184600,662,35.6583971,-80.2821258,29,,,
1252,418,70921,102300,526,35.6669826,-80.2535585,23,,,
1298,620,61324,104400,860,35.7126016,-80.2832068,28,,,
2510,1004,41566,118400,1137,35.8194007,-80.1646226,39,,,
1922,666,53015,78300,943,35.7949677,-80.1153592,26,,,
1255,459,49485,124300,502,35.7845615,-80.0735051,31,,,
1904,836,60141,114800,946,35.7370653,-80.1422631,34,,,
1812,694,42446,113400,694,35.7351023,-80.0720438,26,,,
1294,541,42415,86500,705,35.6853323,-80.1270652,31,,,
1831,818,51250,139400,1053,35.5593131,-80.1411712,29,,,
913,327,37083,96900,380,35.6462037,-80.109793,52,,,
477,217,59063,96500,268,35.6410507,-80.1299516,42,,,
1930,715,57694,145300,822,35.6021002,-80.1174561,35,,,
1374,579,31788,,602,35.8807624,-80.0725406,53,,,
917,393,62867,112700,428,35.871604999999995,-80.061693,58,,,
1788,668,21944,51300,765,35.7958343,-80.2768492,42,,,
1179,589,48980,157600,632,35.8058825,-80.2478975,52,,,
2655,970,26179,209400,1129,35.794449900000004,-80.2503706,41,,,
4559,1745,56445,179400,1990,35.9846311,-80.0612646,14,,,
1690,589,84750,218300,656,36.012935600000006,-80.1663718,25,,,
2797,1160,66875,166800,1320,35.9880333,-80.1359752,31,,,
848,420,60313,154900,521,35.976150200000006,-80.0847198,41,,,
1224,580,71912,162900,627,35.96510670000001,-80.2087917,35,,,
1698,638,68690,170800,720,35.9444641,-80.1740822,31,,,
1333,555,78875,178400,591,35.976594899999995,-80.1665149,38,,,
515,249,35759,,249,35.9850188,-80.2008043,27,,,
2412,977,47969,122200,1010,36.0086029,-80.2006933,35,,,
3441,1353,67894,183900,1440,35.9755374,-80.2673998,29,,,
1973,670,77731,164100,732,35.9855709,-80.2349897,24,,,
1814,786,51923,153300,803,35.956092299999995,-80.2369894,30,,,
2580,910,58654,150400,995,35.9292991,-80.2202423,25,,,
1466,555,81047,239000,565,35.953897,-80.2818415,19,,,
2764,1147,66198,158100,1197,35.986819200000006,-80.2955039,29,,,
1205,413,76339,212500,452,35.981513299999996,-80.3239059,20,,,
2030,892,66038,183200,1085,35.959315999999994,-80.3545611,28,,,
1813,807,52813,151000,928,35.907447399999995,-80.341444,28,,,
2737,1001,62464,159400,1062,35.928802000000005,-80.2970297,27,,,
3257,1078,51563,117500,1143,35.9137378,-80.0799935,23,,,
1518,582,82083,174900,582,35.937012200000005,-80.0929607,24,,,
1127,497,35709,117200,564,35.9240946,-80.0563951,36,,,
2099,792,61389,149000,872,35.8427905,-80.0613024,34,,,
1578,589,34743,114200,705,35.8556883,-80.2629545,47,,,
2019,823,32450,97800,906,35.837674299999996,-80.2726634,42,,,
1575,620,47833,120500,620,35.874647100000004,-80.286272,36,,,
1345,595,49886,130400,739,35.8541237,-80.301323,42,,,
2160,797,54679,127700,899,35.8157948,-80.3411939,27,,,
1359,545,51771,182200,580,35.9025013,-80.0759446,43,,,
578,322,31471,116200,322,35.8303021,-80.1057891,52,,,
2112,821,55033,146200,861,35.846691899999996,-80.1049918,32,,,
1025,358,19028,55000,487,35.8282778,-80.241271,52,,,
1116,520,45954,128000,520,35.7224833,-80.186569,30,,,
622,265,38009,78200,492,35.8854032,-80.0958051,53,,,
1290,476,40500,124600,581,35.829854100000006,-80.2534981,70,,,
1151,518,85385,213900,578,35.921724299999994,-80.1525722,25,,,
1239,694,33716,76700,778,35.8723801,-80.0818265,61,,,
1161,610,25474,124200,656,35.984342600000005,-80.0492814,39,,,
1823,722,85938,221600,803,35.9950037,-80.1009104,31,,,
1024,400,47188,164500,407,35.8960839,-80.2994926,30,,,
1321,577,74896,196100,589,35.9505573,-80.0595196,18,,,
2039,750,37396,100400,940,35.845949,-80.2287388,39,,,
516,271,10325,,406,35.839667999999996,-80.2552361,66,,,
1729,725,66979,177700,828,35.813455,-80.3099999,29,,,
1610,539,47113,125200,584,35.876718100000005,-80.3665889,27,,,
1377,643,41838,122500,679,35.73541420000001,-80.2557177,36,,,
1524,600,52273,117800,600,35.8013074,-80.1941291,41,,,
1252,557,48109,124000,818,35.640460299999994,-80.2140194,28,,,
689,286,33947,121100,342,35.63704,-80.0800749,37,,,
2597,1258,33877,110500,1339,35.8893724,-80.055395,44,,,
1060,341,21477,60600,385,35.812256,-80.2588251,59,,,
2504,1078,81576,273600,1293,36.00029779999999,-80.4156188,37,,,
1371,491,78795,261500,623,35.9639406,-80.4903655,32,,,
2551,858,43990,120600,927,35.9600593,-80.4495298,31,,,
2723,1081,113313,330700,1190,35.9869493,-80.448267,16,,,
1701,614,70821,116600,713,35.9193487,-80.5258821,29,,,
1974,529,54406,160800,551,35.8840537,-80.5350697,31,,,
1166,609,30797,116300,705,35.90273010000001,-80.5425059,34,,,
1106,407,53309,160200,407,36.003412700000005,-80.4686965,40,,,
1285,523,61932,235300,523,35.9935626,-80.5155343,34,,,
2312,973,58813,195900,1106,36.0257873,-80.4671089,33,,,
695,366,58088,296900,486,36.0045473,-80.5608739,26,,,
2190,706,53763,137700,869,35.96738679999999,-80.6109426,26,,,
1763,534,59833,194400,639,35.865784600000005,-80.6312883,46,,,
2628,984,57703,89900,1196,36.00854520000001,-80.6633719,27,,,
1317,483,48482,91800,620,35.8275564,-80.5513742,55,,,
1211,461,84688,287100,488,35.9288347,-80.3878929,25,,,
2666,1111,56699,192700,1304,35.911435600000004,-80.4526741,32,,,
2054,890,33250,97500,1042,35.856308,-80.5306523,38,,,
1542,514,40000,132800,580,35.809039899999995,-80.5243204,43,,,
1887,790,42656,149500,940,35.944911499999996,-80.5744542,27,,,
1158,442,50326,172500,502,35.9122686,-80.5998422,41,,,
1493,481,42348,109000,599,35.9393598,-80.6764598,37,,,
852,345,65159,129600,438,35.862069,-80.4269725,42,,,
971,418,48724,124700,511,35.807284700000004,-80.4889106,28,,,
871,311,,225700,330,35.87918629999999,-80.5708658,40,,,
991,522,36750,63100,629,35.1265927,-78.0163575,40,,,
1583,525,38301,72400,677,35.0830987,-78.0757509,32,,,
1884,537,43701,101500,679,35.1342024,-78.1464017,45,,,
1412,582,26486,64600,582,35.042317100000005,-78.0896909,34,,,
1526,615,24827,104200,690,34.980560700000005,-78.0678441,63,,,
1302,416,51719,96700,544,35.017599600000004,-78.0364486,45,,,
765,355,30865,95000,463,34.956365000000005,-77.965711,47,,,
1214,474,41410,88600,516,34.9343453,-78.0242135,33,,,
2432,753,51118,108800,850,35.0102434,-77.7995125,35,,,
2090,861,42404,139700,1068,34.944044500000004,-77.8166382,32,,,
1799,555,48785,82100,686,34.885750200000004,-77.7989961,27,,,
1590,689,36250,125000,864,34.9082273,-77.7646652,33,,,
1076,551,35914,65900,632,34.750012700000006,-77.8061207,29,,,
1096,403,51875,,438,34.8008681,-77.7371839,30,,,
2506,693,32018,65500,881,35.097553999999995,-77.8862572,35,,,
1605,528,62800,123600,734,34.8126717,-77.7988606,28,,,
1876,756,29651,100700,895,34.8461342,-77.9092694,36,,,
2146,932,54659,262100,1074,34.791869299999995,-77.9116208,19,,,
1864,900,,75700,941,34.7766749,-78.007571,35,,,
2454,1023,31319,97000,1122,34.7472535,-77.9855122,48,,,
2424,963,32450,99000,1200,34.7307547,-77.9798708,49,,,
1202,386,40968,80900,582,34.899201700000006,-78.1118464,27,,,
1845,540,41957,47600,702,34.8664035,-78.076452,35,,,
1405,501,42135,112000,642,34.8364159,-77.9892391,39,,,
1925,671,28914,80000,771,34.8365173,-78.0514494,44,,,
2072,726,53269,84600,876,34.7739301,-78.1127495,28,,,
1952,675,36161,,715,35.149144,-77.9649835,35,,,
1039,408,63125,76400,458,35.1592665,-78.1058146,35,,,
1490,546,41176,65600,638,34.9800489,-78.1227724,44,,,
2124,738,52765,100000,889,35.0155717,-77.9531591,22,,,
1382,596,38917,89800,647,34.929195,-77.9065359,26,,,
1521,479,59338,90500,737,34.9504956,-77.7112783,39,,,
1101,502,45588,94000,585,34.888418200000004,-77.691255,49,,,
4369,1380,31203,59700,1469,35.1216285,-77.8087768,30,,,
3730,1777,56793,175700,1926,35.9460969,-78.9891554,21,,,
1234,568,75288,166000,568,36.1056033,-78.8989338,47,,,
3603,1256,79500,180700,1347,36.0791223,-78.8735727,27,,,
1033,403,25189,107100,450,35.999897999999995,-78.8827337,57,,,
2242,1257,48250,293300,1436,36.012482899999995,-78.9281202,63,,,
2461,899,44250,336000,899,35.985458799999996,-78.9345113,60,,,
2582,1151,42831,257200,1319,35.9791473,-78.9275937,60,,,
435,191,51776,168100,236,36.073299299999995,-78.8114451,45,,,
1705,621,78836,156000,621,36.013974600000005,-78.8472322,23,,,
2635,1090,85430,221600,1148,35.9932527,-78.7421247,14,,,
2546,1101,84760,224200,1122,35.9420941,-78.9413441,34,,,
1737,908,93654,241500,996,35.9624742,-78.930622,37,,,
1186,543,38250,158600,631,36.0192335,-78.8827502,69,,,
2523,1131,31173,160500,1300,36.023311299999996,-78.9036176,53,,,
2223,778,27099,136100,808,35.9912908,-78.8458963,32,,,
2274,813,37120,132000,813,35.998605,-78.8498063,46,,,
1783,795,38250,239000,858,35.9644801,-78.9506633,33,,,
1007,117,16250,,171,36.003953,-78.9251309,44,,,
1973,643,35711,123600,660,35.989270399999995,-78.9198563,41,,,
894,516,28837,148900,572,35.994542100000004,-78.9186938,33,,,
622,287,60469,360200,344,35.999573999999996,-78.9179701,67,,,
1325,542,21810,66300,593,35.9868109,-78.8895496,71,,,
397,200,34643,72100,340,35.9717704,-78.8894651,61,,,
2108,721,12599,70900,821,35.978169,-78.8846617,60,,,
2878,1300,27697,,1466,36.0126786,-78.9404539,36,,,
5273,1739,55729,158100,1933,36.0702698,-78.8881501,38,,,
1802,684,36860,98300,759,35.9558169,-78.9181572,50,,,
1115,536,32419,118500,609,35.9578359,-78.9008427,46,,,
1273,421,31004,218900,421,36.009592100000006,-78.8800271,55,,,
1049,403,46174,172300,530,36.005223,-78.8917734,2018,,,
894,375,72031,261800,386,36.0098641,-78.8953973,2018,,,
1793,795,90993,233200,851,36.072793100000005,-78.9568283,26,,,
2837,1141,121382,268800,1141,36.0855286,-78.9646727,37,,,
1902,662,100893,259600,724,36.1099577,-78.939341,28,,,
3119,1497,47413,236600,1552,36.0173286,-78.9718027,32,,,
483,213,74313,252100,213,36.040715999999996,-78.964071,39,,,
959,438,80909,205300,471,36.0486588,-78.978304,42,,,
2870,1248,38854,,1401,35.9579777,-78.969361,32,,,
694,304,40217,103400,360,35.9930799,-78.8809134,48,,,
1748,496,39423,66400,567,35.980358100000004,-78.8729322,63,,,
2209,831,20590,63900,917,36.0004542,-78.8686807,54,,,
1730,614,27143,86000,648,35.997461,-78.8760939,53,,,
916,352,30580,,371,35.991580299999995,-78.8752644,56,,,
924,394,16750,85300,394,35.9872941,-78.8665987,34,,,
1486,561,30240,79300,736,35.980004,-78.8991045,68,,,
3175,462,20152,115800,598,35.9734232,-78.9000473,54,,,
1671,0,,,4,36.0068443,-78.9156693,,,,
3043,1255,63915,192200,1255,36.093382899999995,-78.9233072,25,,,
1240,453,61840,160500,502,36.1130343,-78.9158409,45,,,
810,423,87031,237500,423,36.024981700000005,-78.9270101,66,,,
1373,641,72013,173500,641,36.0436735,-78.9195899,50,,,
2229,1022,60750,420400,1170,36.034118299999996,-78.9403258,39,,,
946,379,101797,371700,398,36.0194679,-78.9392616,2018,,,
1169,741,29267,350000,857,35.994301799999995,-78.9099189,45,,,
1261,325,,113800,376,36.0395415,-78.8754588,49,,,
4952,2069,32297,116700,2197,36.0499088,-78.8842045,17,,,
870,362,169583,786800,393,35.948965,-78.9509259,55,,,
2195,879,134402,389000,906,35.937404799999996,-78.9571883,35,,,
1181,476,82303,168600,476,35.8951783,-78.9060349,50,,,
1050,548,35135,138100,597,36.019713200000005,-78.910549,54,,,
657,263,43869,410000,286,36.015167,-78.9144127,68,,,
916,412,91806,277800,472,36.0150113,-78.9030236,70,,,
1529,663,59107,567900,689,36.007315999999996,-78.9065127,2018,,,
3162,34,,,34,36.0013717,-78.9405361,42,,,
1312,683,80540,306400,683,35.980203,-78.9597425,35,,,
2550,873,138125,358000,973,35.999552,-78.9848185,30,,,
1838,752,74900,265800,768,36.194515,-78.9358988,30,,,
2234,971,82463,273900,971,36.127119,-78.8525515,21,,,
5324,870,87681,233700,991,36.189482,-78.8518727,24,,,
2040,752,123160,342100,829,35.8836714,-78.959859,14,,,
5117,1855,149261,364900,1924,35.8831757,-78.9293546,15,,,
1405,481,90284,271300,481,35.905066299999994,-78.9270696,15,,,
2529,1219,54110,184900,1265,35.9148148,-78.9233344,22,,,
1577,674,67300,266400,674,35.920897,-78.945433,32,,,
1696,684,87569,256900,778,35.9168201,-78.9371969,27,,,
1093,616,78333,159400,665,35.9250081,-78.941546,,,,
1099,682,50238,162400,771,35.9266173,-78.9321739,31,,,
1397,664,76667,214400,664,35.9428059,-78.8792205,17,,,
2694,926,109194,216700,985,35.938821399999995,-78.9200153,21,,,
1478,605,85966,172700,605,35.9230007,-78.8949901,29,,,
3342,1310,41602,154100,1361,35.9439653,-78.9103599,18,,,
6329,2734,55727,235200,2869,35.893232399999995,-78.898,15,,,
2698,1119,103304,207000,1168,35.911628,-78.831622,13,,,
2111,1059,52404,526900,1059,35.912155299999995,-78.8145219,13,,,
2054,1015,64837,272900,1213,35.9994119,-78.9017906,63,,,
1007,238,24821,187500,299,35.9883176,-78.9039944,45,,,
0,0,,,0,35.9038564,-78.8659073,,,,
3787,1332,85227,158200,1427,35.9866406,-78.8125852,22,,,
2623,983,71573,149400,1118,35.989284000000005,-78.8283922,21,,,
7162,2741,102321,263300,2900,35.96048,-78.8131335,7,,,
3657,1764,47888,152600,1991,35.9479785,-78.853384,16,,,
2514,927,71058,226300,976,35.93364129999999,-78.8248248,21,,,
2592,1226,39625,195600,1296,35.955811100000005,-78.9613041,26,,,
3943,1947,61788,319100,1987,35.9655244,-78.9850666,20,,,
1061,669,62909,263400,899,35.9028449,-78.9763172,20,,,
1622,949,49632,290900,949,35.8698828,-78.9828585,22,,,
3226,1171,28942,99200,1320,35.966628799999995,-78.9098455,54,,,
3188,1216,47935,159700,1321,36.0636766,-78.915941,31,,,
1331,572,49219,138100,692,36.0488535,-78.9136653,40,,,
1563,813,38554,89700,878,36.050823799999996,-78.9324655,34,,,
1244,545,56989,151200,567,36.0653126,-78.9244167,33,,,
1666,847,35664,124700,934,36.05288,-78.9239256,36,,,
1937,535,48673,149000,535,36.0420347,-78.8362486,34,,,
3122,989,53203,118100,1168,36.0420135,-78.8525257,25,,,
2145,1028,30625,,1233,36.0107651,-78.9507799,26,,,
1863,717,49205,186900,748,36.0322304,-78.8980833,61,,,
516,245,95580,406000,245,35.9910177,-78.9504034,47,,,
398,212,,,412,36.0031549,-78.9553558,46,,,
2023,928,68000,231300,928,36.0599754,-78.9557502,27,,,
1765,854,101818,662400,934,36.0469196,-78.9472148,19,,,
2032,739,40530,151500,751,36.018808299999996,-78.7823194,47,,,
5511,1699,74874,158800,1765,36.012814899999995,-78.8228155,15,,,
2723,1466,103971,447000,1478,35.923615500000004,-79.0010377,22,,,
1270,451,93365,220400,451,36.110057899999994,-78.8730787,39,,,
773,261,37107,,394,36.000017299999996,-78.8894002,61,,,
646,287,56384,196000,287,35.9550179,-78.942257,41,,,
1066,356,36786,130600,389,36.0119994,-78.8598348,51,,,
1493,798,77917,347400,855,35.9600182,-78.7735287,4,,,
1883,666,47411,121200,714,36.028859499999996,-78.8838644,55,,,
1936,666,43944,108100,705,35.9843745,-78.8535315,31,,,
3489,1160,37656,195700,1325,35.9669854,-78.9376877,41,,,
1848,770,23426,144700,912,35.9934406,-78.8905943,55,,,
756,530,32196,,626,36.009645299999995,-78.9455301,14,,,
1771,645,39080,126100,710,35.9638292,-78.8832107,49,,,
1493,685,67054,244400,685,36.031729399999996,-78.966768,38,,,
1694,602,24847,107000,662,35.986779399999996,-78.8772069,66,,,
753,289,42292,79100,327,35.971173,-78.9048006,57,,,
600,280,77333,166000,280,36.0749279,-78.9215538,52,,,
1256,572,90833,340500,572,35.9817935,-78.9129619,62,,,
1703,701,144549,291900,731,36.133171999999995,-78.9302728,27,,,
1513,702,47090,133900,770,36.033906200000004,-78.9186464,49,,,
1160,456,83750,362800,496,36.019464299999996,-78.9269897,76,,,
1009,385,39375,79700,438,36.033662799999995,-78.8782431,36,,,
2023,876,83583,202900,876,35.881235100000005,-78.9089265,35,,,
1373,592,68750,184700,668,35.8973087,-78.916092,36,,,
747,354,65000,338600,360,36.011560100000004,-78.9146754,66,,,
1111,468,93529,376400,532,36.0114632,-78.9037838,68,,,
2971,1484,62574,275300,1706,35.9048489,-78.942668,20,,,
2366,1180,73065,236400,1225,35.9215598,-78.9200288,21,,,
4229,1732,88788,241200,1824,35.9367893,-78.9298792,19,,,
2990,1146,63667,209100,1146,35.925687100000005,-78.9021591,27,,,
590,147,50055,,155,35.9861066,-78.8985021,24,,,
3652,1569,45809,152800,1734,35.9466925,-78.8937351,25,,,
2269,1069,42163,,1117,35.905607399999994,-78.9079154,24,,,
4383,2447,77485,220000,2725,35.8794353,-78.8432298,12,,,
2582,893,92813,194400,948,35.9724788,-78.810665,24,,,
666,391,73304,,407,35.972058600000004,-78.9549913,24,,,
2956,1235,120486,318900,1350,35.928258,-78.9768649,25,,,
1865,874,97464,317400,950,35.9002799,-78.9875025,28,,,
2069,1032,54224,171600,1045,36.0211172,-78.9621934,32,,,
1518,398,50543,125000,398,35.971469899999995,-78.8605758,46,,,
3025,1125,46250,109900,1219,35.975376000000004,-78.8382647,23,,,
1181,555,72344,270200,564,35.9741972,-78.9199886,60,,,
950,495,29549,84900,668,35.937843900000004,-77.7822762,66,,,
1648,633,17244,91300,765,35.9412396,-77.7685225,41,,,
1253,480,59208,93600,569,35.9351912,-77.7486175,42,,,
1664,765,22822,151400,765,35.8894167,-77.5769181,25,,,
1386,582,51477,161200,582,35.9022506,-77.587926,44,,,
701,347,21695,81900,378,35.90553189999999,-77.5548195,67,,,
1224,489,57404,133200,557,35.899471500000004,-77.5487279,48,,,
739,324,40000,94600,396,35.7182019,-77.6501799,32,,,
1453,395,75033,95500,429,35.7658274,-77.5788891,24,,,
1701,631,32181,115800,655,35.9303305,-77.5870798,39,,,
1862,753,45795,94300,761,35.9329436,-77.5437792,36,,,
417,228,33611,,261,35.916134299999996,-77.5552687,42,,,
1499,494,35000,61700,638,36.0252695,-77.7380399,43,,,
1177,434,27237,85300,451,35.9942385,-77.6905098,27,,,
562,267,38625,74400,362,35.9794713,-77.480897,40,,,
2006,840,30533,82400,919,35.822353299999996,-77.4920698,29,,,
678,272,39773,83500,345,35.8883371,-77.4187534,26,,,
962,392,25968,46900,473,35.904494799999995,-77.5116588,54,,,
936,350,22727,67900,465,35.886928600000005,-77.5243555,18,,,
1521,609,40096,71200,725,35.8866993,-77.5089961,25,,,
1230,535,44375,73000,565,35.8401376,-77.581263,27,,,
946,386,36250,97400,468,35.7468376,-77.6812559,52,,,
1019,394,67031,88700,483,36.0429214,-77.586431,38,,,
2257,787,42270,67400,855,35.8903217,-77.6305938,34,,,
1326,445,,,474,35.9229274,-77.7794243,49,,,
1176,359,26024,,480,35.9255709,-77.7973185,65,,,
622,309,14019,,454,35.936566,-77.7941075,58,,,
816,415,25673,72900,491,35.933054,-77.7874594,65,,,
633,232,41552,105200,282,35.9520976,-77.7817139,46,,,
2073,818,42632,99100,846,35.961564200000005,-77.7466505,39,,,
413,245,,74300,341,35.9522919,-77.7680157,46,,,
651,296,,,580,35.9456266,-77.7864744,65,,,
1026,458,30735,63500,517,35.782089299999996,-77.6382188,47,,,
1437,581,39561,78400,630,35.7915595,-77.6875954,31,,,
1937,706,37400,76000,806,35.8447333,-77.7108324,24,,,
868,418,40202,76900,418,35.893019200000005,-77.5415532,44,,,
672,303,24107,91500,332,35.913865799999996,-77.5255444,47,,,
311,105,,73900,146,35.865536600000006,-77.5256136,28,,,
1121,414,26413,66300,539,36.1064031,-77.6766948,41,,,
1171,511,50813,131300,618,35.9246778,-77.6932328,26,,,
1102,443,45969,75500,521,35.8953248,-77.7827556,51,,,
1288,483,30747,81500,552,35.9169021,-77.7885448,52,,,
782,328,,114800,328,35.950781400000004,-77.7733651,55,,,
995,408,39375,85900,467,35.802323,-77.6306426,41,,,
1544,622,41667,121200,813,35.8670918,-77.789912,29,,,
1020,329,45493,85100,387,35.93249470000001,-77.7718797,48,,,
557,261,49750,97500,388,35.9038654,-77.5375428,77,,,
1283,410,39000,121200,478,36.1601085,-80.249118,50,,,
2341,646,30938,70800,739,36.1526619,-80.2313533,55,,,
1462,521,19835,77200,586,36.105548399999996,-80.2105017,50,,,
584,247,37697,60900,362,36.1037204,-80.19939,45,,,
2261,725,61454,116800,769,36.122418200000006,-80.1937636,20,,,
771,295,20625,,518,36.1185506,-80.2053871,57,,,
749,239,12917,70800,256,36.097275700000004,-80.2190847,55,,,
1363,540,62571,175900,637,36.186494700000004,-80.4149602,37,,,
2000,828,74167,148100,933,36.1443714,-80.4130205,39,,,
2179,697,31994,80000,759,36.150418,-80.2537071,49,,,
1640,481,23125,109200,773,36.1381648,-80.2559043,47,,,
2820,1100,76441,145000,1161,36.103283700000006,-80.1415878,30,,,
726,329,86134,188800,329,36.094867799999996,-80.1128111,42,,,
2336,1060,56875,152900,1119,36.04617879999999,-80.3032392,25,,,
2587,944,104286,261800,957,36.0519648,-80.4399899,40,,,
2428,915,49740,211800,969,36.080101,-80.4730507,31,,,
1680,613,35917,88200,703,36.178593299999996,-80.2348685,50,,,
1377,578,39531,136000,675,36.2217726,-80.2275161,37,,,
540,303,34766,178700,433,36.084785499999995,-80.2475764,2018,,,
774,428,11531,108500,449,36.0789336,-80.252254,53,,,
891,413,16736,73800,576,36.0876025,-80.2544664,46,,,
1458,519,,,592,36.1283667,-80.2238539,57,,,
1790,573,29598,77900,614,36.0616261,-80.2545564,58,,,
1680,762,25693,80200,814,36.0501436,-80.2521578,46,,,
2239,879,37361,92400,966,36.1663112,-80.3223379,31,,,
757,466,29183,,536,36.167604600000004,-80.2818715,34,,,
1324,412,52702,89400,447,36.1666667,-80.2721776,60,,,
755,302,30893,,315,36.181978,-80.2765575,28,,,
1470,532,49024,119400,571,36.1450885,-80.1798806,45,,,
1382,550,53692,156500,573,36.161970700000005,-80.1591829,39,,,
579,236,31389,71900,244,36.1219436,-80.0639721,56,,,
1745,701,31953,148100,769,36.1143646,-80.0755049,32,,,
1401,481,90179,280800,499,36.1335602,-80.1011287,16,,,
2412,1126,61515,144800,1256,36.0619721,-80.2865218,42,,,
1770,700,70595,187000,700,36.10744570000001,-80.457269,39,,,
867,234,11000,44400,332,36.0817422,-80.2250493,55,,,
2601,0,,,0,36.0891424,-80.2299883,,,,
814,237,24010,75800,336,36.108786,-80.2342401,48,,,
1420,687,14153,85800,786,36.107629700000004,-80.2265244,49,,,
1268,492,248250,624200,560,36.099083,-80.2832144,62,,,
573,232,177500,599600,240,36.108644399999996,-80.2802577,2018,,,
1503,595,159429,513200,628,36.100860499999996,-80.3010423,50,,,
1760,639,68657,150000,639,36.161280600000005,-80.3412723,41,,,
832,331,19447,116800,447,36.1566532,-80.3246107,52,,,
2114,648,114853,276000,718,36.142857,-80.3420079,25,,,
1252,533,68375,132200,587,36.241412,-80.4228079,35,,,
722,284,40682,134000,394,36.225575799999994,-80.3966691,39,,,
2300,917,69539,153800,1022,36.2029591,-80.3597508,31,,,
1246,508,50804,144500,508,36.1887466,-80.3042665,46,,,
1600,528,36639,130100,556,36.1777039,-80.3206765,36,,,
1379,453,60052,151100,478,36.1782506,-80.305077,42,,,
873,391,35488,96700,407,36.1411716,-80.2186529,47,,,
702,315,38765,76300,424,36.1317359,-80.2114009,58,,,
1100,382,33409,87900,403,36.059567799999996,-80.2413728,59,,,
1809,620,27411,87200,636,36.0567468,-80.2334848,61,,,
1302,478,151083,456800,486,36.123328,-80.2894455,58,,,
1642,727,63207,210500,765,36.11976729999999,-80.3043423,50,,,
1984,752,24779,125800,877,36.1467318,-80.2722508,43,,,
1445,824,25530,144600,875,36.150901899999994,-80.2981777,39,,,
1568,959,43432,137800,1146,36.083481799999994,-80.3365898,36,,,
2633,902,98298,252500,902,36.0127293,-80.3981539,30,,,
1389,638,62292,159200,659,36.0252002,-80.3943194,33,,,
646,327,52589,182500,344,36.0728256,-80.2485335,74,,,
1150,431,50855,66100,498,36.037128700000004,-80.2347969,73,,,
3880,1322,59427,139800,1364,36.0331166,-80.2521156,34,,,
1860,836,16985,84700,882,36.1110323,-80.2529776,33,,,
1859,626,25673,86900,682,36.116682,-80.2447535,41,,,
719,303,25189,75300,347,36.1256213,-80.2446591,67,,,
